"Test","Batch","Maquina","Usuario","Total Pasos","Pasos Lentos","Tiempo Promedio Paso (min)","Estado","Error Type","Error Message"
"Test Usuario 50","batch50","AURORA","drwil","10","0","0,01","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 47 - CASANARE - AGUAZUL - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","AURORA","drwil","62","19","0,262","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando municipio: AGUAZUL; stackTrace=System.Object[]; rootCause=}"
"Test de caso express - Usuario <id>","","AURORA","drwil","1971","659","0,34","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando combo: ANTIOQUIA; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","AURORA","drwil","34","10","0,275","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=148.0.7778.97)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [48130edf78574274ab2bc97737741279, clickElement {id=f.7CD2BD976C4E2B90F794177EF3961F2F.d.8203F4578C139E505F67EECA8606EC46.e.130}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:49311}, goog:processID: 8144, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:49311/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (48130edf78574274ab2bc97737741279)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 48130edf78574274ab2bc97737741279; stackTrace=System.Object[]}"
"Test Usuario 34","batch34","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 02","batch2","AURORA","drwil","10","3","0,029","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","AURORA","drwil","34","8","0,299","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=148.0.7778.97)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [d4690551fd06d39ae10647902a7cca7a, clickElement {id=f.619E8EB5503F2A00B5D7AC7AED3F5B69.d.9F8BF41C44E939ED1CF997DB6AF359FE.e.131}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:61008}, goog:processID: 32020, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:61008/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (d4690551fd06d39ae10647902a7cca7a)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: d4690551fd06d39ae10647902a7cca7a; stackTrace=System.Object[]}"
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","AURORA","drwil","29","5","0,263","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando servicio: DIAGNOSTICO VEHICULO; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 25","batch25","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 18","batch18","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 24","batch24","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 15","batch15","AURORA","drwil","10","0","0,009","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 19","batch19","AURORA","drwil","10","0","0,009","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 05","batch5","AURORA","drwil","10","0","0,012","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 47","batch47","AURORA","drwil","10","0","0,012","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 23 - GUAINIA - INIRIDA - AUTOS - CAMBIO DE DISPOSITIVO","batch23","AURORA","drwil","71","23","0,278","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando servicio: CONDUCTOR ELEGIDO; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","AURORA","drwil","29","5","0,226","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando servicio: GASTOS DE MUDANZA; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 33","batch33","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 27","batch27","AURORA","drwil","10","0","0,01","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","AURORA","drwil","34","9","0,303","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=148.0.7778.97)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [5501e4aff99e77b28c2dbd22cc3a95ce, clickElement {id=f.56545DA02F2D5E71097387A2FC959EB5.d.557DE45260D2FE913CF8F4DD03291A1F.e.130}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:49987}, goog:processID: 15752, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:49987/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (5501e4aff99e77b28c2dbd22cc3a95ce)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 5501e4aff99e77b28c2dbd22cc3a95ce; stackTrace=System.Object[]}"
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","AURORA","drwil","100","27","0,262","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando municipio: CIÃ‰NAGA; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","AURORA","drwil","34","8","0,317","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=148.0.7778.97)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [5ec05fc9bcc88dfbfeb5272161b523b2, clickElement {id=f.21CAC14DD5FCF35355776B0BACE1046F.d.959FE04FCF2C7168DBEEE997040958D0.e.129}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:49585}, goog:processID: 12896, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:49585/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (5ec05fc9bcc88dfbfeb5272161b523b2)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 5ec05fc9bcc88dfbfeb5272161b523b2; stackTrace=System.Object[]}"
"Test Usuario 48 - VICHADA - LA PRIMAVERA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","AURORA","drwil","65","24","0,212","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando combo: AMAZONAS; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 06","batch6","AURORA","drwil","10","0","0,011","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","AURORA","drwil","34","13","0,336","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=148.0.7778.97)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [f173e3ee7ddd25d849b3bc2a116e9364, clickElement {id=f.D42892688E8BA97649E1ADE4C2B9B9B2.d.48A8553530D1ADD79C0F7DD9DAB40944.e.129}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:56888}, goog:processID: 31660, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:56888/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (f173e3ee7ddd25d849b3bc2a116e9364)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: f173e3ee7ddd25d849b3bc2a116e9364; stackTrace=System.Object[]}"
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","AURORA","drwil","33","9","0,219","PASSED","Otros","@{errorType=org.openqa.selenium.TimeoutException; message=Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x000002c6023b7cd0@7425d4b1 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade; stackTrace=System.Object[]}"
"Test Usuario 37","batch37","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","AURORA","drwil","29","7","0,271","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando servicio: VIGILANTE; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","AURORA","drwil","34","10","0,309","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=148.0.7778.97)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [003dc7e3d5c612abee44d493be77003c, clickElement {id=f.56973474684C18F6F50BCE20FA49B9E8.d.50FEFB8FB8EF2ECE75CF8EC659F3B2B5.e.130}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:61190}, goog:processID: 7172, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:61190/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (003dc7e3d5c612abee44d493be77003c)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 003dc7e3d5c612abee44d493be77003c; stackTrace=System.Object[]}"
"Test Usuario 21 - CASANARE - YOPAL - AUTOS - DIAGNOSTICO VEHICULO","batch21","AURORA","drwil","53","13","0,163","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando municipio: YOPAL; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 11","batch11","AURORA","drwil","10","0","0,011","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","AURORA","drwil","29","7","0,266","FAILED","Otros","@{errorType=java.lang.RuntimeException; message=Error seleccionando servicio: HOSPEDAJE VIAJERO; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 31","batch31","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","AURORA","drwil","33","7","0,22","PASSED","Otros","@{errorType=org.openqa.selenium.TimeoutException; message=Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x00000243913c49a0@4c8c4d9b (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade; stackTrace=System.Object[]}"
"Test Usuario 13","batch13","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","AURORA","drwil","38","11","0,252","PASSED","",""
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","AURORA","drwil","34","7","0,183","FAILED","Otros","@{errorType=org.openqa.selenium.StaleElementReferenceException; message=stale element reference: stale element not found in the current frame
  (Session info: chrome=148.0.7778.97)
For documentation on this error, please visit: https://selenium.dev/exceptions/#stale_element_reference
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [544419e3631a35d49c93759acc1c0e15, clickElement {id=f.574D7B3E432ED10B6BD32FEBD38FFA1A.d.F431A59A06FC24AC0422B2CE7CFFA650.e.122}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:53425}, goog:processID: 12588, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:53425/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (544419e3631a35d49c93759acc1c0e15)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 544419e3631a35d49c93759acc1c0e15; stackTrace=System.Object[]}"
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","AURORA","drwil","38","18","0,337","PASSED","",""
"Test Usuario 16","batch16","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 46","batch46","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","AURORA","drwil","34","8","0,301","FAILED","Otros","@{errorType=org.openqa.selenium.ElementNotInteractableException; message=element not interactable
  (Session info: chrome=148.0.7778.97)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [a11ecb9c882b70f01eea1743742137fe, clickElement {id=f.BD040D838D4B51DF4C3EC92CC5968AD4.d.C6CD699DD230F48EDE96B55273654CD2.e.125}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:49480}, goog:processID: 25068, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:49480/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (a11ecb9c882b70f01eea1743742137fe)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: a11ecb9c882b70f01eea1743742137fe; stackTrace=System.Object[]}"
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","AURORA","drwil","38","11","0,225","PASSED","",""
"Test Usuario 45","batch45","AURORA","drwil","10","0","0,008","FAILED","Otros","@{errorType=net.thucydides.core.webdriver.DriverConfigurationError; message=Could not instantiate class org.openqa.selenium.chrome.ChromeDriver; stackTrace=System.Object[]; rootCause=}"
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","AURORA","drwil","34","7","0,194","FAILED","Otros","@{errorType=org.openqa.selenium.StaleElementReferenceException; message=stale element reference: stale element not found in the current frame
  (Session info: chrome=148.0.7778.97)
For documentation on this error, please visit: https://selenium.dev/exceptions/#stale_element_reference
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [058042c68e0e5978159b14cf130040fa, clickElement {id=f.1F9609657296168A355324F64CD2CACB.d.9063B84ABA8BA18174F9905DC2489373.e.124}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 148.0.7778.97, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\drwil\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:52318}, goog:processID: 7788, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:52318/devtoo..., se:cdpVersion: 148.0.7778.97, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (058042c68e0e5978159b14cf130040fa)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: 058042c68e0e5978159b14cf130040fa; stackTrace=System.Object[]}"
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","SERGIO","Sergio","34","9","0,194","FAILED","Otros","@{errorType=org.openqa.selenium.StaleElementReferenceException; message=stale element reference: stale element not found in the current frame
  (Session info: chrome=147.0.7727.138)
For documentation on this error, please visit: https://selenium.dev/exceptions/#stale_element_reference
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.8'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [c60e398ae4a8a031af957dda42919d7e, clickElement {id=f.049768E1A6E7BA33844A7FDD851F6D83.d.EFCB959655BB076BFFD7FF2834A9A934.e.118}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 147.0.7727.138, chrome: {chromedriverVersion: 147.0.7727.117 (474cc805edd..., userDataDir: C:\Users\Sergio\AppData\Loc...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:56146}, goog:processID: 37928, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: WINDOWS, proxy: Proxy(), se:cdp: ws://localhost:56146/devtoo..., se:cdpVersion: 147.0.7727.138, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on WINDOWS (c60e398ae4a8a031af957dda42919d7e)] -> xpath: //button[contains(normalize-space(.), 'Crear') and contains(@ref, 'gestion_proveedor')]]
Session ID: c60e398ae4a8a031af957dda42919d7e; stackTrace=System.Object[]}"
